# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
PF3D7_0824300	PF3D7_0824300	PF3D7_0824300.1	protein_coding	0	12	17	126	82	0	0	17	0	0	0	0	0	0	0	0	0	12	44
PF3D7_0824500	PF3D7_0824500	PF3D7_0824500.1	protein_coding	0	1	4	99	37	0	16	4	0	0	0	0	0	0	0	0	0	1	46
PF3D7_0824800	PF3D7_0824800	PF3D7_0824800.1	protein_coding	0	6	18	118	62	0	0	18	0	0	0	0	0	0	0	0	0	6	56
PF3D7_0824900	PF3D7_0824900	PF3D7_0824900.1	protein_coding	1	8	26	82	40	0	0	26	0	0	0	0	1	0	0	1	0	8	42
PF3D7_0825000	PF3D7_0825000	PF3D7_0825000.1	protein_coding	0	13	29	109	51	0	7	29	0	0	0	0	0	0	0	0	0	13	51
PF3D7_0825100	PF3D7_0825100	PF3D7_0825100.1	protein_coding	0	2	0	107	47	0	9	0	0	0	0	0	0	0	0	0	0	2	51
PF3D7_0825300	PF3D7_0825300	PF3D7_0825300.1	protein_coding	0	1	1	120	60	0	0	1	0	0	0	0	0	0	0	0	0	1	60
PF3D7_0825400	PF3D7_0825400	PF3D7_0825400.1	protein_coding	0	2	0	130	76	0	7	0	0	0	0	0	1	0	0	0	0	1	48
PF3D7_0825600	PF3D7_0825600	PF3D7_0825600.1	protein_coding	0	0	0	151	66	0	0	0	0	0	0	0	0	0	0	0	0	0	85
PF3D7_0825700	PF3D7_0825700	PF3D7_0825700.1	protein_coding	0	4	12	136	71	0	0	12	0	0	0	0	0	0	0	0	0	4	65
PF3D7_0825800	PF3D7_0825800	PF3D7_0825800.1	protein_coding	0	8	7	153	65	0	0	7	0	0	0	0	0	0	0	0	0	8	88
PF3D7_0825900	PF3D7_0825900	PF3D7_0825900.1	protein_coding	0	4	13	161	76	0	0	13	0	0	0	0	0	0	0	0	0	4	85
PF3D7_0826000	PF3D7_0826000	PF3D7_0826000.1	protein_coding	0	10	40	194	128	0	0	40	0	0	0	0	0	0	0	0	0	10	66
PF3D7_0826100	PF3D7_0826100	PF3D7_0826100.1	protein_coding	0	240	171	142	74	0	0	171	0	0	0	0	0	0	0	0	0	240	68
PF3D7_0826200	PF3D7_0826200	PF3D7_0826200.1	protein_coding	0	10	15	162	63	0	0	15	0	0	0	0	0	0	0	0	0	10	99
PF3D7_0826300	PF3D7_0826300	PF3D7_0826300.1	protein_coding	0	21	14	146	66	0	0	14	0	0	0	0	0	0	0	0	0	21	80
PF3D7_0826400	PF3D7_0826400	PF3D7_0826400.1	protein_coding	1	3	5	176	104	0	12	5	0	0	0	0	0	0	1	0	0	3	60
PF3D7_0826800	PF3D7_0826800	PF3D7_0826800.1	snoRNA	0	0	0	173	112	0	0	0	0	0	0	0	0	0	0	0	0	0	61
PF3D7_0826900	PF3D7_0826900	PF3D7_0826900.1	protein_coding	0	12	18	174	77	0	2	18	0	0	0	0	1	0	0	0	0	12	95
PF3D7_0827200	PF3D7_0827200	PF3D7_0827200.1	protein_coding	0	13	28	164	97	0	0	28	0	0	0	0	0	0	0	0	0	13	67
PF3D7_0827300	PF3D7_0827300	PF3D7_0827300.1	protein_coding	0	17	39	163	81	0	0	39	0	0	0	0	1	0	0	0	1	16	82
PF3D7_0827400	PF3D7_0827400	PF3D7_0827400.1	protein_coding	0	2	1	178	73	0	0	1	0	0	0	0	0	0	0	0	0	2	105
PF3D7_0827500	PF3D7_0827500	PF3D7_0827500.1	protein_coding	0	1	1	183	80	0	0	1	0	0	0	0	0	0	0	0	0	1	103
PF3D7_0827600	PF3D7_0827600	PF3D7_0827600.1	protein_coding	1	32	39	166	82	0	6	39	0	0	0	0	0	0	1	0	0	32	78
PF3D7_0827700	PF3D7_0827700	PF3D7_0827700.1	protein_coding	0	6	32	149	66	0	0	32	0	0	0	0	0	0	0	0	0	6	83
PF3D7_0828100	PF3D7_0828100	PF3D7_0828100.1	protein_coding	0	8	14	145	60	0	11	14	0	0	0	0	1	0	0	0	0	7	75
PF3D7_0828200	PF3D7_0828200	PF3D7_0828200.1	protein_coding	1	20	45	131	80	0	0	45	0	0	0	0	0	0	1	0	0	20	51
PF3D7_0828300	PF3D7_0828300	PF3D7_0828300.1	protein_coding	0	11	13	161	76	0	0	13	0	0	0	0	0	0	0	0	0	11	85
PF3D7_0828500	PF3D7_0828500	PF3D7_0828500.1	protein_coding	0	4	3	159	85	0	19	3	0	0	0	0	1	0	0	0	0	3	56
PF3D7_0828700	PF3D7_0828700	PF3D7_0828700.1	protein_coding	0	9	16	133	76	0	0	16	0	0	0	0	0	0	0	0	0	9	57
PF3D7_0828900	PF3D7_0828900	PF3D7_0828900.1	protein_coding	0	3	0	141	71	0	5	0	0	0	0	0	1	0	0	0	0	2	66
PF3D7_0829000	PF3D7_0829000	PF3D7_0829000.1	protein_coding	1	24	54	135	65	0	1	54	0	0	0	0	0	0	1	0	0	24	69
PF3D7_0829100	PF3D7_0829100	PF3D7_0829100.1	protein_coding	0	3	0	146	80	0	8	0	0	0	0	0	0	0	0	0	0	3	58
PF3D7_0829200	PF3D7_0829200	PF3D7_0829200.1	protein_coding	0	19	4	134	87	0	0	4	0	0	0	0	0	0	0	0	0	19	47
PF3D7_0829400	PF3D7_0829400	PF3D7_0829400.1	protein_coding	0	10	5	166	76	0	0	5	0	0	0	0	0	0	0	0	0	10	90
PF3D7_0829500	PF3D7_0829500	PF3D7_0829500.1	protein_coding	0	23	87	156	85	0	0	87	0	0	0	0	0	0	0	0	0	23	71
PF3D7_0829700	PF3D7_0829700	PF3D7_0829700.1	lincRNA	0	0	0	162	85	0	0	0	7	0	0	0	0	0	0	0	0	0	70
PF3D7_0829800	PF3D7_0829800	PF3D7_0829800.1	lincRNA	0	0	0	224	96	0	0	0	59	0	0	0	0	0	0	0	0	0	69
PF3D7_0829900	PF3D7_0829900	PF3D7_0829900.1	lincRNA	0	0	0	226	95	0	0	0	46	0	0	0	0	0	0	0	0	0	85
PF3D7_0830000	PF3D7_0830000	PF3D7_0830000.1	rRNA	0	0	0	177	83	0	0	0	0	0	0	0	0	0	0	0	0	0	94
PF3D7_0830100	PF3D7_0830100	PF3D7_0830100.1	lincRNA	0	1	0	190	54	0	0	0	38	0	0	0	1	0	0	0	0	0	99
PF3D7_0830200	PF3D7_0830200	PF3D7_0830200.1	rRNA	0	0	0	212	83	0	0	0	26	0	0	0	0	0	0	0	0	0	103
PF3D7_0830400	PF3D7_0830400	PF3D7_0830400.1	protein_coding	0	1	1	146	59	0	3	1	0	0	0	0	0	0	0	0	0	1	84
PF3D7_0830600	PF3D7_0830600	PF3D7_0830600.1	protein_coding	0	4	13	131	76	0	1	13	0	0	0	0	0	0	0	0	0	4	54
PF3D7_0830700	PF3D7_0830700	PF3D7_0830700.1	protein_coding	0	0	2	317	242	0	12	2	0	0	0	0	0	0	0	0	0	0	63
PF3D7_0830900	PF3D7_0830900	PF3D7_0830900.1	protein_coding	0	3	9	129	68	0	4	9	0	0	0	0	1	0	0	0	0	3	57
PF3D7_0831200	PF3D7_0831200	PF3D7_0831200.1	protein_coding	0	19	26	161	94	0	1	26	0	0	0	0	0	0	0	0	0	19	66
PF3D7_0831400	PF3D7_0831400	PF3D7_0831400.1	protein_coding	0	0	15	158	107	0	0	15	0	0	0	0	0	0	0	0	0	0	51
PF3D7_0831500	PF3D7_0831500	PF3D7_0831500.1	protein_coding	0	2	6	128	56	0	1	6	0	0	0	0	0	0	0	0	0	2	71
PF3D7_0831750	PF3D7_0831750	PF3D7_0831750.1	transcribed_processed_pseudogene	0	1	0	143	89	0	0	0	14	0	0	0	1	0	0	0	0	0	41
PF3D7_0831900	PF3D7_0831900	PF3D7_0831900.1	transcribed_processed_pseudogene	1	2	0	449	205	0	22	0	88	0	1	0	2	0	0	0	0	0	137
PF3D7_0832000	PF3D7_0832000	PF3D7_0832000.1	protein_coding	0	22	69	422	243	0	3	69	0	0	0	0	0	0	0	0	0	22	176
PF3D7_0832100	PF3D7_0832100	PF3D7_0832100.1	transcribed_processed_pseudogene	1	0	0	533	224	0	15	0	24	0	0	1	0	0	0	0	0	0	271
PF3D7_0832200	PF3D7_0832200	PF3D7_0832200.1	protein_coding	10	21	53	527	292	0	6	53	0	0	0	1	1	0	9	0	1	20	230
PF3D7_0832200	PF3D7_0832200	PF3D7_0832200.2	protein_coding	13	23	57	532	279	0	29	57	0	0	1	2	4	0	10	0	0	20	230
PF3D7_0832250	PF3D7_0832250	PF3D7_0832250.1	transcribed_processed_pseudogene	0	0	0	743	424	0	0	0	19	0	0	0	0	0	0	0	0	0	300
PF3D7_0832300	PF3D7_0832300	PF3D7_0832300.1	protein_coding	2	21	66	1146	853	0	10	66	0	0	0	0	4	0	2	0	0	19	285
PF3D7_0832400	PF3D7_0832400	PF3D7_0832400.1	protein_coding	6	134	238	956	336	1	13	238	0	0	0	0	7	1	5	0	0	129	611
PF3D7_0832600	PF3D7_0832600	PF3D7_0832600.1	protein_coding	10	48	163	1349	608	0	18	163	0	0	0	0	4	1	9	0	0	45	726
PF3D7_0832700	PF3D7_0832700	PF3D7_0832700.1	transcribed_processed_pseudogene	0	0	0	1876	1209	0	0	0	155	0	0	0	0	0	0	0	0	0	512
PF3D7_0832900	PF3D7_0832900	PF3D7_0832900.1	protein_coding	4	108	217	1947	730	0	15	217	0	0	0	0	3	0	4	0	0	106	1204
PF3D7_0833300	PF3D7_0833300	PF3D7_0833300.1	transcribed_processed_pseudogene	0	0	0	1591	523	0	0	0	471	0	0	0	0	0	0	0	0	0	597
PF3D7_0900800	PF3D7_0900800	PF3D7_0900800.1	transcribed_processed_pseudogene	1	4	0	2357	867	0	1	0	102	0	1	1	4	0	0	0	0	0	1392
PF3D7_0900900	PF3D7_0900900	PF3D7_0900900.1	protein_coding	5	126	252	2020	716	0	4	252	0	0	0	0	1	1	4	0	0	125	1301
PF3D7_0901200	PF3D7_0901200	PF3D7_0901200.1	protein_coding	0	4	9	1625	639	0	0	9	0	0	0	0	0	0	0	0	0	4	986
PF3D7_0901600	PF3D7_0901600	PF3D7_0901600.1	protein_coding	3	115	243	1869	509	0	10	243	0	0	0	0	1	1	2	0	0	114	1351
PF3D7_0901700	PF3D7_0901700	PF3D7_0901700.1	protein_coding	0	2	20	1099	1062	0	2	20	0	0	0	0	0	0	0	0	0	2	35
PF3D7_0901800	PF3D7_0901800	PF3D7_0901800.1	protein_coding	0	1	5	235	47	0	3	5	0	0	0	0	0	0	0	0	0	1	185
PF3D7_0901900	PF3D7_0901900	PF3D7_0901900.1	protein_coding	0	2	9	109	50	0	3	9	0	0	0	0	0	0	0	0	0	2	56
PF3D7_0902700	PF3D7_0902700	PF3D7_0902700.1	transcribed_processed_pseudogene	0	0	0	115	46	0	2	0	27	0	0	0	0	0	0	0	0	0	40
PF3D7_0902900	PF3D7_0902900	PF3D7_0902900.1	protein_coding	0	1	13	98	66	0	0	13	0	0	0	0	0	0	0	0	0	1	32
PF3D7_0903000	PF3D7_0903000	PF3D7_0903000.1	protein_coding	0	1	0	117	65	0	0	0	0	0	0	0	0	0	0	0	0	1	52
PF3D7_0903300	PF3D7_0903300	PF3D7_0903300.1	protein_coding	0	40	94	136	76	0	0	94	0	0	0	0	0	0	0	0	0	40	60
PF3D7_0903400	PF3D7_0903400	PF3D7_0903400.1	protein_coding	1	75	49	147	60	0	3	49	0	0	0	0	1	0	1	0	0	74	85
PF3D7_0903500	PF3D7_0903500	PF3D7_0903500.1	protein_coding	0	26	21	128	44	0	0	21	0	0	0	0	0	0	0	0	0	26	84
PF3D7_0903600	PF3D7_0903600	PF3D7_0903600.1	protein_coding	0	6	15	188	111	0	26	15	0	0	0	0	4	0	0	0	0	4	53
PF3D7_0903600	PF3D7_0903600	PF3D7_0903600.2	protein_coding	0	1	6	114	56	0	5	6	0	0	0	0	1	0	0	0	0	1	53
PF3D7_0903700	PF3D7_0903700	PF3D7_0903700.1	protein_coding	0	73	0	115	55	0	7	0	0	0	0	0	1	0	0	0	0	72	54
PF3D7_0904000	PF3D7_0904000	PF3D7_0904000.1	protein_coding	0	19	10	105	52	0	0	10	0	0	0	0	0	0	0	0	0	19	53
PF3D7_0904100	PF3D7_0904100	PF3D7_0904100.1	protein_coding	0	14	21	121	71	0	4	21	0	0	0	0	0	0	0	0	0	14	46
PF3D7_0904200	PF3D7_0904200	PF3D7_0904200.1	protein_coding	0	2	8	86	54	0	0	8	0	0	0	0	0	0	0	0	0	2	32
PF3D7_0904300	PF3D7_0904300	PF3D7_0904300.1	protein_coding	1	24	48	97	35	0	16	48	0	0	0	0	0	0	1	0	0	24	46
PF3D7_0904500	PF3D7_0904500	PF3D7_0904500.1	protein_coding	0	2	0	112	62	0	1	0	0	0	0	0	0	0	0	0	0	2	49
PF3D7_0904600	PF3D7_0904600	PF3D7_0904600.1	protein_coding	1	33	36	122	73	0	3	36	0	0	0	0	0	0	1	0	0	33	46
PF3D7_0905000	PF3D7_0905000	PF3D7_0905000.1	protein_coding	0	8	7	133	81	0	0	7	0	0	0	0	0	0	0	0	0	8	52
PF3D7_0905200	PF3D7_0905200	PF3D7_0905200.1	protein_coding	0	32	34	186	53	0	0	34	0	0	0	0	0	0	0	0	0	32	133
PF3D7_0905300	PF3D7_0905300	PF3D7_0905300.1	protein_coding	1	434	120	109	60	0	0	120	0	0	0	0	0	1	0	0	0	434	49
PF3D7_0905500	PF3D7_0905500	PF3D7_0905500.1	protein_coding	0	3	1	121	76	0	0	1	0	0	0	0	0	0	0	0	0	3	45
PF3D7_0905800	PF3D7_0905800	PF3D7_0905800.1	protein_coding	0	12	25	267	178	0	4	25	0	0	0	0	0	0	0	0	0	12	85
PF3D7_0906200	PF3D7_0906200	PF3D7_0906200.1	protein_coding	0	4	9	111	66	0	0	9	0	0	0	0	0	0	0	0	0	4	45
PF3D7_0906300	PF3D7_0906300	PF3D7_0906300.1	protein_coding	0	2	3	91	35	0	0	3	0	0	0	0	0	0	0	0	0	2	56
PF3D7_0906400	PF3D7_0906400	PF3D7_0906400.1	protein_coding	0	6	7	120	50	0	0	7	0	0	0	0	0	0	0	0	0	6	70
PF3D7_0906500	PF3D7_0906500	PF3D7_0906500.1	protein_coding	0	15	15	107	63	0	0	15	0	0	0	0	0	0	0	0	0	15	44
PF3D7_0906600	PF3D7_0906600	PF3D7_0906600.1	protein_coding	0	9	16	148	85	0	0	16	0	0	0	0	0	0	0	0	0	9	63
PF3D7_0906800	PF3D7_0906800	PF3D7_0906800.1	protein_coding	0	7	18	110	63	0	0	18	0	0	0	0	0	0	0	0	0	7	47
PF3D7_0906890	PF3D7_0906890	PF3D7_0906890.1	protein_coding	0	1	2	126	52	0	0	2	0	0	0	0	0	0	0	0	0	1	74
PF3D7_0906910	PF3D7_0906910	PF3D7_0906910.1	protein_coding	0	1	5	132	63	0	0	5	0	0	0	0	0	0	0	0	0	1	69
PF3D7_0907000	PF3D7_0907000	PF3D7_0907000.1	protein_coding	0	3	0	126	72	0	2	0	0	0	0	0	2	0	0	0	0	1	54
PF3D7_0907100	PF3D7_0907100	PF3D7_0907100.1	protein_coding	0	14	53	143	54	0	0	53	0	0	0	0	0	0	0	0	0	14	89
PF3D7_0907200	PF3D7_0907200	PF3D7_0907200.1	protein_coding	2	35	40	169	106	0	0	40	0	0	0	0	0	0	2	0	0	35	63
PF3D7_0907300	PF3D7_0907300	PF3D7_0907300.1	protein_coding	1	4	4	208	112	0	0	4	0	0	0	0	0	1	0	0	0	4	96
PF3D7_0907500	PF3D7_0907500	PF3D7_0907500.1	protein_coding	0	1	0	173	99	0	15	0	0	0	0	0	0	0	0	0	0	1	59
PF3D7_0907600	PF3D7_0907600	PF3D7_0907600.1	protein_coding	0	10	18	172	103	0	2	18	0	0	0	0	0	0	0	0	0	10	67
PF3D7_0907700	PF3D7_0907700	PF3D7_0907700.1	protein_coding	1	23	5	153	65	0	0	5	0	0	0	0	0	0	1	0	0	23	88
PF3D7_0907800	PF3D7_0907800	PF3D7_0907800.1	protein_coding	0	2	5	187	95	0	0	5	0	0	0	0	0	0	0	0	0	2	92
PF3D7_0908000	PF3D7_0908000	PF3D7_0908000.1	protein_coding	0	5	9	173	88	0	9	9	0	0	0	0	1	0	0	0	0	4	77
PF3D7_0908100	PF3D7_0908100	PF3D7_0908100.1	protein_coding	0	3	7	144	85	0	8	7	0	0	0	0	0	0	0	0	0	3	51
PF3D7_0908200	PF3D7_0908200	PF3D7_0908200.1	protein_coding	0	18	24	142	77	0	6	24	0	0	0	0	1	0	0	0	0	17	60
PF3D7_0908300	PF3D7_0908300	PF3D7_0908300.1	protein_coding	0	6	0	169	57	0	27	0	0	0	0	0	4	0	0	0	0	3	88
PF3D7_0908300	PF3D7_0908300	PF3D7_0908300.2	protein_coding	0	5	0	170	57	0	28	0	0	0	0	0	3	0	0	0	0	2	88
PF3D7_0908400	PF3D7_0908400	PF3D7_0908400.1	protein_coding	0	1	8	143	65	0	0	8	0	0	0	0	0	0	0	0	0	1	78
PF3D7_0908500	PF3D7_0908500	PF3D7_0908500.1	protein_coding	0	18	50	192	91	0	31	50	0	0	0	0	2	0	0	0	0	17	71
PF3D7_0908600	PF3D7_0908600	PF3D7_0908600.1	protein_coding	0	13	18	114	67	0	0	18	0	0	0	0	0	0	0	0	0	13	47
PF3D7_0908700	PF3D7_0908700	PF3D7_0908700.1	protein_coding	0	3	7	149	73	0	15	7	0	0	0	0	1	0	0	0	0	2	62
PF3D7_0908800	PF3D7_0908800	PF3D7_0908800.1	protein_coding	0	3	9	169	83	0	21	9	0	0	0	0	0	0	0	0	0	3	65
PF3D7_0908900	PF3D7_0908900	PF3D7_0908900.1	protein_coding	2	6	46	127	68	0	3	46	0	0	0	0	0	0	2	0	0	6	56
PF3D7_0909000	PF3D7_0909000	PF3D7_0909000.1	protein_coding	1	3	18	172	105	0	7	18	0	0	0	1	0	0	0	0	0	3	61
PF3D7_0909100	PF3D7_0909100	PF3D7_0909100.1	protein_coding	0	5	25	106	57	0	0	25	0	0	0	0	0	0	0	0	0	5	49
PF3D7_0909400	PF3D7_0909400	PF3D7_0909400.1	protein_coding	0	56	41	133	80	0	0	41	0	0	0	0	0	0	0	0	0	56	53
PF3D7_0909600	PF3D7_0909600	PF3D7_0909600.1	protein_coding	1	6	7	177	80	0	21	7	0	0	1	0	0	0	0	0	0	6	77
PF3D7_0909700	PF3D7_0909700	PF3D7_0909700.1	protein_coding	0	13	18	147	58	0	0	18	0	0	0	0	0	0	0	0	0	13	89
PF3D7_0909900	PF3D7_0909900	PF3D7_0909900.1	protein_coding	0	64	25	116	62	0	0	25	0	0	0	0	0	0	0	0	0	64	54
PF3D7_0910100	PF3D7_0910100	PF3D7_0910100.1	protein_coding	0	138	38	168	59	0	22	38	0	0	0	0	0	0	0	0	0	138	87
PF3D7_0910200	PF3D7_0910200	PF3D7_0910200.1	protein_coding	4	27	124	234	63	0	0	124	0	0	0	0	0	0	4	0	0	27	171
PF3D7_0910300	PF3D7_0910300	PF3D7_0910300.1	protein_coding	0	3	2	123	56	0	0	2	0	0	0	0	0	0	0	0	0	3	67
PF3D7_0910400	PF3D7_0910400	PF3D7_0910400.1	protein_coding	0	7	19	109	66	0	0	19	0	0	0	0	0	0	0	0	0	7	43
PF3D7_0910500	PF3D7_0910500	PF3D7_0910500.1	protein_coding	0	14	26	104	46	0	0	26	0	0	0	0	0	0	0	0	0	14	58
PF3D7_0910900	PF3D7_0910900	PF3D7_0910900.1	protein_coding	0	52	23	142	88	0	5	23	0	0	0	0	1	0	0	0	0	52	49
PF3D7_0911000	PF3D7_0911000	PF3D7_0911000.1	protein_coding	0	10	2	180	51	0	25	2	0	0	0	0	9	0	0	0	0	3	111
PF3D7_0911100	PF3D7_0911100	PF3D7_0911100.1	protein_coding	0	8	18	114	51	0	3	18	0	0	0	0	0	0	0	0	0	8	60
PF3D7_0911200	PF3D7_0911200	PF3D7_0911200.1	protein_coding	0	4	2	85	47	0	0	2	0	0	0	0	0	0	0	0	0	4	38
PF3D7_0911400	PF3D7_0911400	PF3D7_0911400.1	protein_coding	0	6	27	110	39	0	1	27	0	0	0	0	0	0	0	0	0	6	70
PF3D7_0911500	PF3D7_0911500	PF3D7_0911500.1	protein_coding	0	4	3	118	48	0	7	3	0	0	0	0	2	0	0	0	0	2	65
PF3D7_0911500	PF3D7_0911500	PF3D7_0911500.2	protein_coding	0	1	4	118	48	0	5	4	0	0	0	0	0	0	0	0	0	1	65
PF3D7_0911600	PF3D7_0911600	PF3D7_0911600.1	protein_coding	0	2	19	93	35	0	0	19	0	0	0	0	0	0	0	0	0	2	58
PF3D7_0911700	PF3D7_0911700	PF3D7_0911700.1	protein_coding	0	5	13	135	68	0	0	13	0	0	0	0	0	0	0	0	0	5	67
PF3D7_0911800	PF3D7_0911800	PF3D7_0911800.1	protein_coding	1	1	5	115	40	0	0	5	0	0	0	0	0	0	1	0	0	1	75
PF3D7_0912000	PF3D7_0912000	PF3D7_0912000.1	protein_coding	0	12	32	144	73	0	0	32	0	0	0	0	0	0	0	0	0	12	71
PF3D7_0912100	PF3D7_0912100	PF3D7_0912100.1	protein_coding	0	4	12	111	62	0	0	12	0	0	0	0	0	0	0	0	0	4	49
PF3D7_0912200	PF3D7_0912200	PF3D7_0912200.1	protein_coding	0	3	10	136	68	0	0	10	0	0	0	0	0	0	0	0	0	3	68
PF3D7_0912400	PF3D7_0912400	PF3D7_0912400.1	protein_coding	0	3	2	148	56	0	10	2	0	0	0	0	0	0	0	0	0	3	82
PF3D7_0912500	PF3D7_0912500	PF3D7_0912500.1	protein_coding	0	4	7	139	50	0	17	7	0	0	0	0	3	0	0	0	0	1	75
PF3D7_0912600	PF3D7_0912600	PF3D7_0912600.1	protein_coding	0	4	17	152	72	0	4	17	0	0	0	0	0	0	0	0	0	4	76
PF3D7_0912700	PF3D7_0912700	PF3D7_0912700.1	protein_coding	0	0	2	118	67	0	0	2	0	0	0	0	0	0	0	0	0	0	51
PF3D7_0913000	PF3D7_0913000	PF3D7_0913000.1	protein_coding	0	3	1	122	62	0	6	1	0	0	0	0	0	0	0	0	0	3	54
PF3D7_0913100	PF3D7_0913100	PF3D7_0913100.1	protein_coding	0	4	15	152	59	0	0	15	0	0	0	0	0	0	0	0	0	4	93
PF3D7_0913300	PF3D7_0913300	PF3D7_0913300.1	protein_coding	0	2	6	144	106	0	4	6	0	0	0	0	0	0	0	0	0	2	34
PF3D7_0913400	PF3D7_0913400	PF3D7_0913400.1	protein_coding	0	0	1	145	87	0	1	1	0	0	0	0	0	0	0	0	0	0	57
PF3D7_0913500	PF3D7_0913500	PF3D7_0913500.1	protein_coding	0	1	1	115	37	0	6	1	0	0	0	0	0	0	0	0	0	1	72
PF3D7_0913600	PF3D7_0913600	PF3D7_0913600.1	protein_coding	0	8	33	118	70	0	0	33	0	0	0	0	0	0	0	0	0	8	48
PF3D7_0913700	PF3D7_0913700	PF3D7_0913700.1	protein_coding	0	10	9	141	69	0	0	9	0	0	0	0	0	0	0	0	0	10	72
PF3D7_0913800	PF3D7_0913800	PF3D7_0913800.1	protein_coding	0	4	1	162	92	0	4	1	0	0	0	0	0	0	0	0	0	4	66
PF3D7_0913900	PF3D7_0913900	PF3D7_0913900.1	protein_coding	0	13	24	167	65	0	6	24	0	0	0	0	0	0	0	0	0	13	96
PF3D7_0914000	PF3D7_0914000	PF3D7_0914000.1	protein_coding	1	14	44	174	96	0	0	44	0	0	0	0	0	0	1	0	0	14	78
PF3D7_0914100	PF3D7_0914100	PF3D7_0914100.1	protein_coding	0	14	44	185	108	0	0	44	0	0	0	0	0	0	0	0	0	14	77
PF3D7_0914200	PF3D7_0914200	PF3D7_0914200.1	protein_coding	0	4	3	189	87	0	17	3	0	0	0	0	0	0	0	0	0	4	85
PF3D7_0914300	PF3D7_0914300	PF3D7_0914300.1	protein_coding	0	19	23	122	67	0	8	23	0	0	0	0	0	0	0	0	0	19	47
PF3D7_0914400	PF3D7_0914400	PF3D7_0914400.1	protein_coding	0	3	1	140	53	0	15	1	0	0	0	0	0	0	0	0	0	3	72
PF3D7_0914500	PF3D7_0914500	PF3D7_0914500.1	protein_coding	0	12	45	124	48	0	6	45	0	0	0	0	0	0	0	0	0	12	70
PF3D7_0914600	PF3D7_0914600	PF3D7_0914600.1	protein_coding	0	1	2	137	68	0	12	2	0	0	0	0	0	0	0	0	0	1	57
PF3D7_0914700	PF3D7_0914700	PF3D7_0914700.1	protein_coding	0	4	6	145	69	0	0	6	0	0	0	0	0	0	0	0	0	4	76
PF3D7_0914800	PF3D7_0914800	PF3D7_0914800.1	protein_coding	0	2	1	126	69	0	0	1	0	0	0	0	0	0	0	0	0	2	57
PF3D7_0914900	PF3D7_0914900	PF3D7_0914900.1	protein_coding	0	7	13	125	54	0	0	13	0	0	0	0	0	0	0	0	0	7	71
PF3D7_0915200	PF3D7_0915200	PF3D7_0915200.1	protein_coding	0	2	5	144	79	0	0	5	0	0	0	0	0	0	0	0	0	2	65
PF3D7_0915300	PF3D7_0915300	PF3D7_0915300.1	protein_coding	0	6	17	208	58	0	0	17	0	0	0	0	0	0	0	0	0	6	150
PF3D7_0915500	PF3D7_0915500	PF3D7_0915500.1	protein_coding	0	8	11	147	78	0	0	11	0	0	0	0	0	0	0	0	0	8	69
PF3D7_0915600	PF3D7_0915600	PF3D7_0915600.1	protein_coding	0	2	3	128	78	0	0	3	0	0	0	0	0	0	0	0	0	2	50
PF3D7_0915700	PF3D7_0915700	PF3D7_0915700.1	protein_coding	0	11	8	115	55	0	5	8	0	0	0	0	0	0	0	0	0	11	55
PF3D7_0915900	PF3D7_0915900	PF3D7_0915900.1	protein_coding	0	0	1	143	66	0	0	1	0	0	0	0	0	0	0	0	0	0	77
PF3D7_0916000	PF3D7_0916000	PF3D7_0916000.1	protein_coding	0	29	27	111	56	0	1	27	0	0	0	0	0	0	0	0	0	29	54
PF3D7_0916200	PF3D7_0916200	PF3D7_0916200.1	protein_coding	0	8	9	121	64	0	8	9	0	0	0	0	1	0	0	0	0	7	50
PF3D7_0916300	PF3D7_0916300	PF3D7_0916300.1	protein_coding	1	2	0	140	51	0	18	0	0	0	0	0	0	0	1	0	0	2	71
PF3D7_0916400	PF3D7_0916400	PF3D7_0916400.1	protein_coding	0	24	88	140	82	0	0	88	0	0	0	0	0	0	0	0	0	24	58
PF3D7_0916600	PF3D7_0916600	PF3D7_0916600.1	protein_coding	0	2	0	160	90	0	0	0	0	0	0	0	0	0	0	0	0	2	70
PF3D7_0916800	PF3D7_0916800	PF3D7_0916800.1	protein_coding	0	0	0	122	66	0	0	0	0	0	0	0	0	0	0	0	0	0	56
PF3D7_0916900	PF3D7_0916900	PF3D7_0916900.1	protein_coding	0	1	11	101	39	0	0	11	0	0	0	0	0	0	0	0	0	1	62
PF3D7_0917000	PF3D7_0917000	PF3D7_0917000.1	protein_coding	0	17	15	151	71	0	0	15	0	0	0	0	0	0	0	0	0	17	80
PF3D7_0917200	PF3D7_0917200	PF3D7_0917200.1	protein_coding	0	1	5	129	48	0	3	5	0	0	0	0	0	0	0	0	0	1	78
PF3D7_0917300	PF3D7_0917300	PF3D7_0917300.1	protein_coding	0	5	3	120	42	0	0	3	0	0	0	0	0	0	0	0	0	5	78
